time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,la_name,old_la_code,school_type,num_schools,enrolments,present_sessions,overall_attendance,approved_educational_activity,overall_absence,authorised_absence,unauthorised_absence,late_sessions,possible_sessions,reason_present_am,reason_present_pm,reason_present,reason_l_present_late_before_registers_closed,reason_i_authorised_illness,reason_m_authorised_medical_dental,reason_r_authorised_religious_observance,reason_s_authorised_study_leave,reason_t_authorised_grt_absence,reason_h_authorised_holiday,reason_e_authorised_excluded,reason_c_authorised_other,reason_b_aea_education_off_site,reason_d_aea_dual_registration,reason_j_aea_interview,reason_p_aea_approved_sporting_activity,reason_v_aea_educational_visit_trip,reason_w_aea_work_experience,reason_g_unauthorised_holiday,reason_u_unauthorised_late_after_registers_closed,reason_o_other_unauthorised,reason_n_no_reason_yet,reason_x_not_attending_covid_non_compulsory,total_num_schools,total_enrolments,attendance_perc,overall_absence_perc,authorised_absence_perc,unauthorised_absence_perc,illness_perc,appointments_perc,unauth_hol_perc,unauth_oth_perc,unauth_late_registers_closed_perc,unauth_not_yet_perc,auth_religious_perc,auth_study_perc,auth_grt_perc,auth_holiday_perc,auth_excluded_perc,auth_other_perc,covid_non_compulsory_perc
2022,Week 37,Local authority,E92000001,England,E12000007,London,E09000013,Hammersmith and Fulham,205,Primary,26,5701.2,52029,52373,344,2701,1886,815,996,55074,25112,25952,51064,965,1423,140,2,0,0,0,3,258,94,10,16,0,234,0,175,31,359,250,60,36,9630,95.09568944,4.904310564,3.424483422,1.479827142,2.583796347,0.254203435,0.317754294,0.651850238,0.056287904,0.453934706,0.003631478,0,0,0,0.005447216,0.468460617,0.108944329
2022,Week 37,Local authority,E92000001,England,E12000008,South East,E06000041,Wokingham,872,Primary,41,13650.8,125172,125466,294,5630,4452,1178,766,131096,61989,62492,124481,691,3642,295,0,20,4,22,0,446,37,47,147,0,110,0,404,75,503,196,23,54,16152,95.70543724,4.294562763,3.395984622,0.898578141,2.7781168,0.225025935,0.308171111,0.383688289,0.057209984,0.149508757,0,0.015255996,0.003051199,0.016781595,0,0.340208702,0.017544395
2022,Week 37,Local authority,E92000001,England,E12000009,South West,E06000027,Torbay,880,Primary,32,7802.8,72214,72726,512,3284,2566,718,570,76010,35690,36043,71733,481,2149,170,0,0,0,8,12,217,379,10,4,1,128,0,177,89,396,56,10,31,9973,95.67951585,4.320484147,3.375871596,0.944612551,2.827259571,0.223654782,0.232864097,0.520984081,0.117089857,0.073674517,0,0,0,0.010524931,0.015787396,0.285488751,0.013156164
2022,Week 37,Local authority,E92000001,England,E12000007,London,E09000006,Bromley,305,Primary,47,15050.4,141900,143155,1255,6264,4741,1523,1243,149419,69843,70919,140762,1138,3899,358,0,26,18,65,6,325,360,156,226,1,668,0,425,105,913,80,44,76,27907,95.80776207,4.192237935,3.172956585,1.01928135,2.609440566,0.239594697,0.284435045,0.611033403,0.070272188,0.053540714,0,0.017400732,0.012046661,0.04350183,0.004015554,0.217509152,0.029447393
2022,Week 37,Local authority,E92000001,England,E12000008,South East,E06000037,West Berkshire,869,Primary,37,7013.6,64305,65216,911,2356,2069,287,387,67572,31912,32055,63967,338,1585,175,0,0,0,80,13,206,25,20,0,4,882,0,104,49,118,16,10,67,13650,96.51334872,3.486651276,3.061919138,0.424732138,2.345646126,0.258983011,0.153909904,0.174628544,0.072515243,0.023678447,0,0,0,0.118392233,0.019238738,0.304860001,0.014799029
2022,Week 37,Local authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,892,Primary,58.6,17168.8,158414,159534,1120,9119,4479,4640,1997,168653,77522,79051,156573,1841,3448,265,0,0,38,39,9,527,168,0,0,4,948,0,1502,156,2390,592,153,75,28597,94.59304015,5.406959852,2.655748786,2.751211067,2.04443443,0.157127356,0.890585996,1.417110873,0.092497613,0.351016584,0,0,0.02253147,0.023124403,0.005336401,0.312475912,0.090718813
2022,Week 37,Local authority,E92000001,England,E12000007,London,E09000024,Merton,315,Primary,42,12590.2,115900,116993,1093,5430,3950,1480,1052,122423,57237,57694,114931,969,3105,267,0,0,0,40,10,503,408,42,107,114,464,0,356,83,753,288,25,44,17231,95.56455895,4.435441053,3.226517893,1.20892316,2.536288116,0.218096273,0.29079503,0.6150805,0.067797718,0.235249912,0,0,0,0.032673599,0.0081684,0.410870506,0.020420999
2022,Week 37,Local authority,E92000001,England,E12000002,North West,E08000010,Wigan,359,Primary,67.6,14997.6,138346,139101,755,5440,3322,2118,1107,144541,68290,69058,137348,998,2613,279,2,0,2,74,11,332,37,41,0,70,648,0,1168,109,627,214,9,99,27195,96.236362,3.763637999,2.298309822,1.465328177,1.807791561,0.193024816,0.808075217,0.433786953,0.075411129,0.148054877,0.00138369,0,0.00138369,0.051196546,0.007610297,0.229692613,0.006226607
2022,Week 37,Local authority,E92000001,England,E12000006,East of England,E10000012,Essex,881,Primary,381,88472.4,821047,826595,5548,36376,27327,9049,6378,862971,406080,409205,815285,5762,21595,1658,8,4,490,435,129,2704,1862,387,14,394,3278,0,3120,616,4480,833,304,448,121891,95.78479462,4.215205378,3.166618577,1.048586801,2.502401587,0.192126966,0.361541697,0.519136796,0.071381309,0.096526998,0.00092703,0.000463515,0.056780587,0.050407256,0.014948359,0.313336138,0.03522714
2022,Week 37,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Primary,44,13396.6,123666,124160,494,6011,3873,2138,1252,130171,60930,61644,122574,1092,3199,227,4,0,0,93,13,320,32,236,0,19,443,0,765,160,1122,91,17,46,15904,95.38222799,4.617772008,2.975317083,1.642454925,2.457536625,0.174386,0.587688502,0.861943136,0.122915242,0.069908044,0.003072881,0,0,0.071444485,0.009986863,0.245830485,0.013059744
2022,Week 37,Local authority,E92000001,England,E12000001,North East,E06000001,Hartlepool,805,Primary,26,5825,54716,54827,111,2813,1626,1187,361,57640,27062,27330,54392,324,1381,123,0,0,0,14,0,103,65,128,0,17,29,0,794,37,294,62,5,30,8392,95.11970854,4.880291464,2.820957668,2.059333796,2.395905621,0.213393477,1.377515614,0.510062457,0.064191534,0.107564192,0,0,0,0.024288688,0,0.17869535,0.008674532
2022,Week 37,Local authority,E92000001,England,E12000001,North East,E06000057,Northumberland,929,Primary,80,11975.4,112048,112157,109,4606,3112,1494,698,116763,55409,55982,111391,657,2434,221,4,0,0,142,6,303,58,24,0,2,49,0,943,41,452,58,2,127,21867,96.05525723,3.94474277,2.665227855,1.279514915,2.08456446,0.189272287,0.807618852,0.38710893,0.035113863,0.04967327,0.003425743,0,0,0.121613867,0.005138614,0.259500013,0.001712871
2022,Week 37,Local authority,E92000001,England,E12000008,South East,E06000046,Isle of Wight,921,Primary,34,6984.6,64177,64646,469,2953,1736,1217,396,67599,31883,31968,63851,326,1389,108,0,0,0,53,10,152,60,79,0,0,409,0,362,70,637,148,24,38,8813,95.63159218,4.368407817,2.568085327,1.80032249,2.054764124,0.159765677,0.53551088,0.942321632,0.103551828,0.21893815,0,0,0,0.078403527,0.014793118,0.224855397,0.035503484
2022,Week 37,Local authority,E92000001,England,E12000002,North West,E10000006,Cumbria,909,Primary,235.4,26898,251993,254104,2111,9909,6882,3027,1105,264013,125961,125059,251020,973,5465,585,11,0,75,181,13,517,186,57,0,478,1447,0,2196,132,565,134,35,267,38616,96.24677573,3.753224273,2.606689822,1.146534451,2.069973827,0.221579998,0.831777223,0.214004613,0.049997538,0.050755076,0.004166462,0,0.028407692,0.06855723,0.004924,0.195823691,0.013256923
2022,Week 37,Local authority,E92000001,England,E12000001,North East,E08000037,Gateshead,390,Primary,31.2,5844.4,54312,55019,707,2225,1495,730,403,57244,26850,27087,53937,375,1201,111,0,0,0,63,6,88,35,84,0,0,672,0,452,28,238,12,26,67,14649,96.11312976,3.88687024,2.611627419,1.27524282,2.098036475,0.193906785,0.789602404,0.415764098,0.048913423,0.020962896,0,0,0,0.110055202,0.010481448,0.153727902,0.045419607
2022,Week 37,Local authority,E92000001,England,E12000002,North West,E08000014,Sefton,343,Primary,68,17075,161463,161568,105,7228,4859,2369,1360,168796,79518,80690,160208,1255,3975,457,0,0,2,105,26,270,76,85,1,26,2,0,1316,105,640,308,24,74,22578,95.71790801,4.282091993,2.878622716,1.403469277,2.354913624,0.270741013,0.779639328,0.379155904,0.062205266,0.182468779,0,0,0.001184862,0.062205266,0.015403209,0.159956397,0.014218346
2022,Week 37,Local authority,E92000001,England,E12000008,South East,E06000036,Bracknell Forest,867,Primary,19,5325,47821,48503,682,2032,1626,406,235,50535,23771,23853,47624,197,1274,99,3,0,0,17,4,192,35,48,4,0,643,0,152,38,202,14,37,29,10336,95.97902444,4.020975561,3.21757198,0.803403582,2.521025032,0.195903829,0.300781636,0.399722964,0.075195409,0.027703572,0.00593648,0,0,0.033640051,0.007915306,0.379934699,0.073216583
2022,Week 37,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000014,York,816,Primary,49,12219,115425,116211,786,4597,3421,1176,657,120808,57352,57511,114863,562,2542,294,0,0,24,90,12,413,576,285,1,1,208,0,637,95,368,76,46,50,13858,96.19478842,3.805211575,2.831766108,0.973445467,2.104165287,0.243361367,0.527282961,0.304615588,0.078637176,0.062909741,0,0,0.019866234,0.074498378,0.009933117,0.341864777,0.038076949
2022,Week 37,Local authority,E92000001,England,E12000007,London,E09000017,Hillingdon,312,Primary,53,18157.6,167123,167965,842,9194,6223,2971,1730,177159,82019,83465,165484,1639,4338,454,0,0,24,26,12,1067,453,6,12,0,377,0,682,91,1558,640,302,67,29331,94.81031164,5.189688359,3.512663765,1.677024594,2.448647825,0.256266969,0.384964919,0.879435987,0.051366287,0.361257402,0,0,0.013547153,0.014676082,0.006773576,0.602283824,0.170468336
2022,Week 37,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Primary,23.6,7098,67156,67221,65,3201,2523,678,597,70422,33063,33562,66625,531,1952,152,9,0,0,46,1,303,57,62,5,0,3,0,332,66,224,56,60,52,18003,95.45454545,4.545454545,3.582687228,0.962767317,2.771861066,0.21584164,0.471443583,0.318082417,0.093720712,0.079520604,0.012780097,0,0,0.065320496,0.001420011,0.43026327,0.085200648
2022,Week 37,Local authority,E92000001,England,E12000005,West Midlands,E08000028,Sandwell,333,Primary,84.6,26943,245932,246806,874,12330,6659,5671,3057,259136,120363,122859,243222,2710,5282,375,0,0,20,102,23,759,113,58,0,2,759,0,1290,347,3549,485,98,94,36569,95.24188071,4.758119289,2.569693134,2.188426155,2.038311929,0.144711657,0.497808101,1.369551124,0.13390652,0.18716041,0,0,0.007717955,0.039361571,0.008875648,0.292896394,0.03781798
2022,Week 37,Local authority,E92000001,England,E12000002,North West,E08000002,Bury,351,Primary,59,13227.6,126259,126721,462,4582,3396,1186,1324,131303,61991,63089,125080,1179,2477,273,0,0,10,104,17,515,74,50,7,3,378,0,654,145,326,61,0,64,17005,96.51036153,3.48963847,2.586384165,0.903254305,1.886476318,0.207916042,0.498084583,0.248280694,0.110431597,0.046457431,0,0,0.007615972,0.079206111,0.012947153,0.392222569,0
2022,Week 37,Local authority,E92000001,England,E12000009,South West,E06000025,South Gloucestershire,803,Primary,69,15451.8,143808,146078,2270,6506,4900,1606,928,152584,71399,71645,143044,764,3822,311,2,0,66,29,43,563,271,49,2,109,1888,0,731,164,577,134,64,93,23152,95.73611912,4.263880879,3.211345882,1.052534997,2.504849788,0.203822157,0.479080375,0.378152362,0.107481781,0.087820479,0.001310753,0,0.043254863,0.019005925,0.028181199,0.368977088,0.041944109
2022,Week 37,Local authority,E92000001,England,E12000007,London,E09000004,Bexley,303,Primary,43,12444.6,116497,117147,650,5095,3432,1663,1191,122242,56900,58460,115360,1137,2766,263,0,0,0,2,10,248,546,4,0,7,96,1,374,54,1121,114,143,59,22662,95.83203809,4.167961912,2.807545688,1.360416224,2.262724759,0.215147003,0.305950492,0.917033426,0.04417467,0.093257636,0,0,0,0.001636099,0.008180494,0.202876262,0.11698107
2022,Week 37,Local authority,E92000001,England,E12000005,West Midlands,E06000019,"Herefordshire, County of",884,Primary,75,10862,102810,103328,518,3843,3154,689,601,107171,50973,51262,102235,575,2349,272,0,0,75,59,6,381,110,96,0,31,377,0,294,26,234,135,12,77,13546,96.41414189,3.585858115,2.942960316,0.642897799,2.191824281,0.253800002,0.274327943,0.218342649,0.024260294,0.125966913,0,0,0.069981618,0.055052206,0.005598529,0.35550662,0.011197059
2022,Week 37,Local authority,E92000001,England,E12000005,West Midlands,E08000030,Walsall,335,Primary,56,16188.8,153414,153560,146,6569,3848,2721,1636,160129,76988,74962,151950,1464,3064,245,0,1,20,18,21,479,22,10,0,38,86,0,1082,172,1296,171,0,85,28945,95.89768249,4.102317507,2.403062531,1.699254976,1.913457275,0.153001642,0.675705213,0.809347464,0.107413398,0.106788901,0,0.000624496,0.01248993,0.011240937,0.013114426,0.299133823,0
2022,Week 37,Local authority,E92000001,England,E12000006,East of England,E06000031,Peterborough,874,Primary,56.2,17044.6,160861,162276,1415,7331,5175,2156,959,169607,79845,80283,160128,733,4032,275,0,0,0,242,22,595,125,94,1,52,1237,0,826,226,900,204,9,58,21014,95.67765481,4.322345186,3.051171237,1.271173949,2.377260373,0.162139534,0.487008201,0.530638476,0.133249217,0.120278055,0,0,0,0.14268279,0.012971163,0.350810992,0.005306385
2022,Week 37,Local authority,E92000001,England,E12000002,North West,E08000001,Bolton,350,Primary,83,21187.4,198602,199357,755,8850,5335,3515,1556,208207,98403,98828,197231,1371,4321,465,0,0,12,107,12,380,199,42,0,43,513,0,1972,185,1139,219,38,97,30293,95.74942245,4.25057755,2.562353811,1.688223739,2.075338485,0.223335431,0.947134342,0.547051732,0.088853881,0.105183783,0,0,0.005763495,0.051391164,0.005763495,0.182510674,0.018251067
2022,Week 37,Local authority,E92000001,England,E12000007,London,E09000021,Kingston upon Thames,314,Primary,25,8757.4,80906,81975,1069,3407,2440,967,766,85382,39833,40372,80205,701,1960,176,6,2,0,10,0,220,122,0,206,2,739,0,193,65,689,20,66,35,14179,96.00969759,3.990302406,2.857745192,1.132557213,2.29556581,0.20613244,0.22604296,0.806961655,0.076128458,0.023424141,0.007027242,0.002342414,0,0.01171207,0,0.25766555,0.077299665
2022,Week 37,Local authority,E92000001,England,E12000002,North West,E08000004,Oldham,353,Primary,83.2,20525,192346,192676,330,8821,5182,3639,1986,201497,96320,94244,190564,1782,4347,417,0,0,0,19,0,365,76,10,0,1,253,0,2075,204,1193,167,34,86,26400,95.62226733,4.377732671,2.571750448,1.805982223,2.157352219,0.206950972,1.029792007,0.592068368,0.101242202,0.082879646,0,0,0,0.009429421,0,0.181144136,0.0168737
2022,Week 37,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,Primary,239.4,44533,419822,423403,3581,15561,11207,4354,2271,438964,208434,209452,417886,1936,8621,822,2,0,73,527,48,1062,706,261,0,72,2803,0,2232,335,1305,482,52,300,62464,96.45506237,3.544937626,2.553056743,0.991880883,1.963942373,0.187259092,0.508469943,0.297290894,0.076316053,0.109803993,0.000455618,0,0.016630065,0.120055403,0.010934837,0.241933279,0.011846074
2022,Week 37,Local authority,E92000001,England,E12000009,South West,E06000052,Cornwall,908,Primary,220,34904.6,322477,323862,1385,13066,9849,3217,1775,336928,160188,160765,320953,1524,7437,784,8,2,8,232,29,1311,362,542,0,39,984,0,1378,251,1095,493,38,234,42986,96.12202013,3.877979865,2.923176465,0.9548034,2.207296514,0.232690664,0.408989458,0.324995251,0.074496628,0.146322063,0.002374395,0.000593599,0.002374395,0.068857441,0.00860718,0.389103904,0.011278374
2022,Week 37,Local authority,E92000001,England,E12000008,South East,E10000032,West Sussex,938,Primary,195,48484.8,446247,449394,3147,19705,15806,3899,3109,469099,221172,222337,443509,2738,12557,1084,8,0,112,250,58,1688,398,120,0,79,2670,0,1547,371,1674,307,48,228,63943,95.79939416,4.200605842,3.369438008,0.831167835,2.676833675,0.231081286,0.329781134,0.35685431,0.079087783,0.065444608,0.001705397,0,0.023875557,0.053293654,0.012364128,0.359838755,0.010232382
2022,Week 37,Local authority,E92000001,England,E12000009,South West,E06000058,"Bournemouth, Christchurch and Poole",839,Primary,63,21765.8,205286,206326,1040,8347,6291,2056,1909,214673,101118,102543,203661,1625,5194,384,0,0,32,57,18,552,170,76,4,34,832,0,653,284,1017,102,54,66,26983,96.11176068,3.888239322,2.930503603,0.957735719,2.419493835,0.17887671,0.304183572,0.473743787,0.132294234,0.047514126,0,0,0.014906393,0.026552012,0.008384846,0.257135271,0.025154537
2022,Week 37,Local authority,E92000001,England,E12000006,East of England,E06000033,Southend-on-Sea,882,Primary,18,7399,69152,69240,88,3250,2264,986,595,72490,34103,34507,68610,542,1779,93,0,0,0,48,14,326,18,18,5,4,61,0,333,53,552,48,4,33,15715,95.51662298,4.483377018,3.123189405,1.360187612,2.454131604,0.128293558,0.459373707,0.761484343,0.073113533,0.06621603,0,0,0,0.06621603,0.019313009,0.449717202,0.005518002
2022,Week 37,Local authority,E92000001,England,E12000007,London,E09000001,City of London,201,Primary,1,206,1912,1931,19,119,103,16,32,2050,921,959,1880,32,15,4,0,0,0,0,0,4,0,0,0,0,19,0,0,0,16,0,80,1,277,94.19512195,5.804878049,5.024390244,0.780487805,0.731707317,0.195121951,0,0.780487805,0,0,0,0,0,0,0,0.195121951,3.902439024
2022,Week 37,Local authority,E92000001,England,E12000007,London,E09000018,Hounslow,313,Primary,44,16335.2,149403,150845,1442,8401,5334,3067,1659,159246,73419,74430,147849,1554,4125,318,1,0,18,24,27,751,409,6,459,2,572,0,1110,105,1470,382,70,51,23834,94.72451427,5.275485726,3.349534682,1.925951044,2.590331939,0.199691044,0.697034776,0.923100109,0.065935722,0.239880437,0.000627959,0,0.011303267,0.015071022,0.0169549,0.471597403,0.043957148
2022,Week 37,Local authority,E92000001,England,E12000002,North West,E08000007,Stockport,356,Primary,60,15976.6,147494,147950,456,6081,4344,1737,1159,154031,72799,73699,146498,996,3598,343,6,0,0,74,10,285,32,0,0,12,412,0,726,163,605,243,28,85,26351,96.05209341,3.94790659,2.820211516,1.127695074,2.335893424,0.222682447,0.471333693,0.392778077,0.105822854,0.157760451,0.00389532,0,0,0.048042277,0.0064922,0.185027689,0.018178159
2022,Week 37,Local authority,E92000001,England,E12000005,West Midlands,E06000021,Stoke-on-Trent,861,Primary,67,18583.2,172544,173287,743,7764,3981,3783,1593,181051,84981,86114,171095,1449,3297,219,4,0,0,18,39,381,535,10,0,0,208,0,1479,144,2038,122,23,71,24783,95.71170554,4.288294458,2.198827955,2.089466504,1.821033852,0.120960392,0.816896896,1.125649679,0.0795356,0.067384328,0.002209322,0,0,0.00994195,0.021540892,0.210437943,0.012703603
2022,Week 37,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",810,Primary,57.2,15343.6,143603,144606,1003,6880,3757,3123,1292,151486,71109,71373,142482,1121,3023,322,0,0,0,128,8,257,314,168,0,8,681,0,1528,171,1309,115,19,71,25423,95.45832618,4.541673818,2.480097171,2.061576647,1.995563947,0.212560897,1.008674069,0.864106254,0.112881718,0.075914606,0,0,0,0.084496257,0.005281016,0.169652641,0.012542413
2022,Week 37,Local authority,E92000001,England,E12000005,West Midlands,E06000020,Telford and Wrekin,894,Primary,49.6,12319.6,113373,114135,762,4634,3274,1360,830,118769,56070,56575,112645,728,2529,222,0,0,20,96,16,391,36,71,0,0,726,0,414,102,750,94,0,54,17301,96.09830848,3.901691519,2.756611574,1.145079945,2.129343516,0.186917462,0.348575807,0.631477911,0.085880996,0.079145231,0,0,0.016839411,0.080829173,0.013471529,0.329210484,0
2022,Week 37,Local authority,E92000001,England,E12000006,East of England,E10000015,Hertfordshire,919,Primary,300.2,64315.2,605198,608898,3700,26186,19696,6490,4253,635084,300039,301500,601539,3659,14954,1548,10,0,172,263,142,2542,810,226,26,49,2815,0,2270,594,2607,1019,65,400,102935,95.87676591,4.123234092,3.10132203,1.021912062,2.354649149,0.243747284,0.357433032,0.410496879,0.093530934,0.160451216,0.001574595,0,0.027083032,0.041411845,0.022359247,0.400262013,0.010234867
2022,Week 37,Local authority,E92000001,England,E12000004,East Midlands,E06000062,West Northamptonshire,941,Primary,111.2,23581.8,220093,221336,1243,9684,7189,2495,1062,231020,109390,109780,219170,923,5378,513,0,2,52,67,45,795,539,30,19,29,656,0,886,139,1051,419,337,148,35220,95.80815514,4.191844862,3.111851788,1.079993074,2.327936975,0.222058696,0.383516579,0.454938966,0.060167951,0.181369578,0,0.000865726,0.022508874,0.029001818,0.019478833,0.34412605,0.145874816
2022,Week 37,Local authority,E92000001,England,E12000007,London,E09000010,Enfield,308,Primary,56,20282.6,192070,192551,481,9541,6034,3507,2037,202092,94185,96030,190215,1855,4596,577,0,0,0,10,13,834,151,186,13,0,317,0,664,182,2346,315,4,68,30679,95.27888289,4.721117115,2.985768858,1.735348257,2.274211745,0.285513528,0.328563229,1.160857431,0.090057993,0.155869604,0,0,0,0.004948241,0.006432714,0.412683332,0.001979297
2022,Week 37,Local authority,E92000001,England,E12000007,London,E09000028,Southwark,210,Primary,50.8,13376.2,125504,126438,934,5845,3824,2021,2050,132283,61027,62537,123564,1940,2790,309,0,1,10,162,12,518,100,59,127,24,683,0,651,110,1069,191,22,73,22689,95.58144282,4.418557184,2.890772057,1.527785127,2.10911455,0.233590106,0.492126728,0.808115933,0.083155054,0.144387412,0,0.000755955,0.00755955,0.122464716,0.00907146,0.391584709,0.016631011
2022,Week 37,Local authority,E92000001,England,E12000002,North West,E06000008,Blackburn with Darwen,889,Primary,48.8,11090.4,103943,104206,263,4773,3298,1475,1209,108979,55560,47245,102805,1138,2583,199,0,0,0,95,7,413,245,70,0,8,10,0,729,71,498,177,1,55,15355,95.62025711,4.379742886,3.026271116,1.35347177,2.370181411,0.182603988,0.668936217,0.456968774,0.065150167,0.162416612,0,0,0,0.087172758,0.006423256,0.378972096,0.000917608
