time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,la_name,old_la_code,school_type,num_schools,enrolments,present_sessions,overall_attendance,approved_educational_activity,overall_absence,authorised_absence,unauthorised_absence,late_sessions,possible_sessions,reason_present_am,reason_present_pm,reason_present,reason_l_present_late_before_registers_closed,reason_i_authorised_illness,reason_m_authorised_medical_dental,reason_r_authorised_religious_observance,reason_s_authorised_study_leave,reason_t_authorised_grt_absence,reason_h_authorised_holiday,reason_e_authorised_excluded,reason_c_authorised_other,reason_b_aea_education_off_site,reason_d_aea_dual_registration,reason_j_aea_interview,reason_p_aea_approved_sporting_activity,reason_v_aea_educational_visit_trip,reason_w_aea_work_experience,reason_g_unauthorised_holiday,reason_u_unauthorised_late_after_registers_closed,reason_o_other_unauthorised,reason_n_no_reason_yet,reason_x_not_attending_covid_non_compulsory,total_num_schools,total_enrolments,attendance_perc,overall_absence_perc,authorised_absence_perc,unauthorised_absence_perc,illness_perc,appointments_perc,unauth_hol_perc,unauth_oth_perc,unauth_late_registers_closed_perc,unauth_not_yet_perc,auth_religious_perc,auth_study_perc,auth_grt_perc,auth_holiday_perc,auth_excluded_perc,auth_other_perc,covid_non_compulsory_perc
2022,Week 42,Local authority,E92000001,England,E12000008,South East,E10000016,Kent,886,Primary,347,84184.4,715831,722287,6456,55590,38288,17302,8586,777877,351076,357568,708644,7187,31362,2131,71,6,105,714,146,3723,1292,62,122,611,4430,1,7453,1399,6890,1560,30,459,128240,92.85362596,7.146374041,4.922114936,2.224259105,4.031742808,0.273950766,0.958120628,0.885744147,0.179848485,0.200545845,0.009127407,0.00077133,0.013498278,0.09178829,0.018769034,0.478610372,0.003856651
2022,Week 42,Local authority,E92000001,England,E12000001,North East,E06000002,Middlesbrough,806,Primary,36.8,10418.6,94502,95540,1038,5734,3856,1878,1613,101274,46084,46905,92989,1513,3444,155,0,0,12,29,2,185,47,100,0,245,746,0,588,100,1088,102,29,41,15910,94.3381322,5.661867804,3.807492545,1.854375259,3.400675395,0.153050141,0.580603116,1.074313249,0.098742027,0.100716867,0,0,0.011849043,0.028635188,0.001974841,0.182672749,0.028635188
2022,Week 42,Local authority,E92000001,England,E12000009,South West,E10000013,Gloucestershire,916,Primary,193,32597.6,255581,259494,3913,18761,14443,4318,1995,278255,127616,126277,253893,1688,11797,678,12,0,108,572,161,1078,306,180,19,311,3277,0,2254,307,1463,294,37,244,47633,93.2576234,6.742376597,5.190562613,1.551813984,4.239636305,0.24366139,0.810048337,0.525776716,0.110330452,0.105658479,0.004312591,0,0.038813319,0.205566836,0.057860595,0.387414422,0.013297155
2022,Week 42,Local authority,E92000001,England,E12000002,North West,E08000007,Stockport,356,Primary,61,16043.2,147874,148415,541,8681,6419,2262,1721,157096,72589,73838,146427,1447,5491,392,8,0,0,127,25,366,24,0,1,11,505,0,1166,274,698,124,10,85,26351,94.47407954,5.525920456,4.086036564,1.439883893,3.495314967,0.24952895,0.742221317,0.444314305,0.174415644,0.078932627,0.005092428,0,0,0.080842288,0.015913836,0.232978561,0.006365534
2022,Week 42,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,Doncaster,371,Primary,77,16512.2,146728,148512,1784,11097,7125,3972,1738,159609,72016,73122,145138,1590,6118,350,8,0,84,84,91,380,90,86,6,29,1659,0,2367,148,1205,252,10,98,28393,93.04738455,6.952615454,4.464033983,2.488581471,3.83311718,0.21928588,1.482999079,0.754969958,0.092726601,0.157885834,0.005012249,0,0.052628611,0.052628611,0.057014329,0.238081812,0.006265311
2022,Week 42,Local authority,E92000001,England,E12000005,West Midlands,E06000019,"Herefordshire, County of",884,Primary,74.4,10728.4,97271,98842,1571,6444,5413,1031,883,105286,48219,48225,96444,827,4418,287,0,0,57,219,22,410,94,98,0,286,1191,0,486,56,377,112,0,77,13546,93.87952814,6.120471858,5.141234352,0.979237505,4.196189427,0.272590848,0.461599833,0.358072298,0.053188458,0.106376916,0,0,0.054138252,0.208004863,0.020895466,0.389415497,0
2022,Week 42,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000011,East Riding of Yorkshire,811,Primary,112.8,18696.8,173207,174604,1397,10607,7621,2986,1080,185211,85918,86366,172284,923,6316,452,1,0,28,261,31,516,121,38,1,28,1247,0,1928,157,785,116,16,123,25303,94.27301834,5.726981659,4.114766402,1.612215257,3.410164623,0.24404598,1.040974888,0.423840917,0.084768183,0.062631269,0.000539925,0,0.015117893,0.140920356,0.016737667,0.278601163,0.008638796
2022,Week 42,Local authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,892,Primary,34.2,10930.4,2398,2405,7,208,115,93,27,2613,1160,1211,2371,27,90,4,0,0,0,0,0,21,7,0,0,0,0,0,10,0,48,35,0,75,28597,92.039801,7.960199005,4.401071565,3.55912744,3.444316877,0.15308075,0.382701875,1.836969001,0,1.339456563,0,0,0,0,0,0.803673938,0
2022,Week 42,Local authority,E92000001,England,E12000007,London,E09000005,Brent,304,Primary,43,15126.8,132905,134505,1600,7414,5882,1532,1775,141919,64858,66318,131176,1729,4944,354,4,0,0,98,13,444,66,9,55,0,1479,0,446,46,851,189,25,60,26240,94.77589329,5.224106709,4.144617704,1.079489004,3.483677309,0.24943806,0.31426377,0.599637822,0.032412855,0.133174557,0.002818509,0,0,0.069053474,0.009160155,0.312854516,0.017615682
2022,Week 42,Local authority,E92000001,England,E12000006,East of England,E06000056,Central Bedfordshire,823,Primary,72,12532.2,114857,115831,974,7846,5975,1871,682,123677,57282,57047,114329,528,4935,342,7,0,52,152,50,435,68,456,0,2,904,0,950,154,716,51,2,96,23141,93.65605569,6.343944307,4.831132709,1.512811598,3.990232622,0.276526759,0.768129887,0.578927367,0.124517897,0.041236447,0.005659904,0,0.042045004,0.122900782,0.040427889,0.351722632,0.001617116
2022,Week 42,Local authority,E92000001,England,E12000007,London,E09000022,Lambeth,208,Primary,37,10828.6,94184,94834,650,5982,4069,1913,2147,100816,45245,47006,92251,1933,3242,260,12,0,0,20,22,454,50,31,53,84,463,0,333,214,1193,173,59,60,20305,94.06641803,5.933581971,4.036065704,1.897516267,3.215759403,0.257895572,0.330304714,1.183343914,0.212267894,0.171599746,0.011902873,0,0,0.019838121,0.021821933,0.450325345,0.058522457
2022,Week 42,Local authority,E92000001,England,E12000002,North West,E08000002,Bury,351,Primary,53.4,11798.8,109692,110306,614,6974,5162,1812,1231,117280,53935,54676,108611,1081,4054,260,0,0,8,193,14,633,83,58,0,9,522,0,1101,150,506,55,0,64,17005,94.05354707,5.946452933,4.401432469,1.545020464,3.456684857,0.221691678,0.93877899,0.431446112,0.127899045,0.046896317,0,0,0.006821282,0.164563438,0.011937244,0.53973397,0
2022,Week 42,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",810,Primary,56.8,15561,143044,143801,757,9617,6361,3256,1955,153418,69818,71479,141297,1747,5517,344,6,0,0,94,46,342,254,177,0,16,487,0,1067,208,1841,140,12,71,25423,93.73150478,6.268495222,4.146188844,2.122306379,3.596057829,0.224224015,0.695485536,1.199989571,0.135577312,0.09125396,0.003910884,0,0,0.061270516,0.029983444,0.222920387,0.007821768
2022,Week 42,Local authority,E92000001,England,E12000007,London,E09000032,Wandsworth,212,Primary,53.8,12903.6,113243,114713,1470,7305,5258,2047,1618,122018,55142,56662,111804,1439,4308,329,8,0,0,74,25,510,162,74,54,63,1191,0,919,179,850,99,4,62,19280,94.01317838,5.986821616,4.309200282,1.677621335,3.530626629,0.269632349,0.753167565,0.696618532,0.146699667,0.08113557,0.00655641,0,0,0.06064679,0.02048878,0.417971119,0.003278205
2022,Week 42,Local authority,E92000001,England,E12000007,London,E09000009,Ealing,307,Primary,41,15085,135641,136233,592,8150,6370,1780,2384,144383,65762,67539,133301,2340,5470,290,4,0,0,57,27,395,94,26,6,118,374,0,640,44,864,232,127,67,30602,94.35529114,5.644708865,4.411876744,1.23283212,3.788534661,0.200854671,0.443265481,0.5984084,0.030474502,0.160683737,0.002770409,0,0,0.039478332,0.018700262,0.273577914,0.087960494
2022,Week 42,Local authority,E92000001,England,E12000006,East of England,E10000003,Cambridgeshire,873,Primary,203.2,43139.4,391838,396002,4164,24406,19740,4666,3338,420408,193910,195158,389068,2770,15978,1021,27,0,151,475,136,1929,276,38,5,392,3490,1,2026,568,1837,235,23,210,52022,94.19468707,5.805312934,4.695438717,1.109874217,3.800593709,0.242859318,0.481912809,0.43695648,0.135106849,0.05589808,0.006422333,0,0.03591749,0.112985481,0.032349527,0.458839984,0.005470876
2022,Week 42,Local authority,E92000001,England,E12000009,South West,E06000030,Swindon,866,Primary,50,13390.2,72179,72437,258,6032,4180,1852,662,78469,35877,35739,71616,563,3584,194,6,0,0,178,10,198,56,13,1,15,186,0,1153,99,477,123,10,65,20611,92.31288789,7.687112108,5.326944398,2.36016771,4.567408786,0.247231391,1.46937007,0.607883368,0.126164473,0.156749799,0.007646332,0,0,0.226841173,0.012743886,0.252328945,0.012743886
2022,Week 42,Local authority,E92000001,England,E12000005,West Midlands,E08000029,Solihull,334,Primary,50.8,14836,130021,132148,2127,7873,5442,2431,1402,140021,63988,64877,128865,1156,4672,265,7,0,10,50,51,387,271,44,1,41,1814,0,1086,246,829,270,0,59,21455,94.37727198,5.622728019,3.886559873,1.736168146,3.336642361,0.189257326,0.775597946,0.592054049,0.175687933,0.192828219,0.00499925,0,0.007141786,0.035708929,0.036423108,0.276387113,0
2022,Week 42,Local authority,E92000001,England,E12000007,London,E09000006,Bromley,305,Primary,17,5555,3334,3348,14,233,176,57,10,3581,1650,1674,3324,10,154,11,0,0,0,0,0,11,0,0,0,0,14,0,42,0,15,0,0,76,27907,93.49343759,6.506562413,4.91482826,1.591734152,4.300474728,0.307176766,1.172856744,0.418877409,0,0,0,0,0,0,0,0.307176766,0
2022,Week 42,Local authority,E92000001,England,E12000008,South East,E06000041,Wokingham,872,Primary,40.8,13080,116533,119542,3009,7240,5480,1760,877,126782,57646,58086,115732,801,4660,253,4,0,0,145,16,392,652,60,38,44,2275,0,1009,76,555,120,10,54,16152,94.28941017,5.710589831,4.322380149,1.388209683,3.675600637,0.199555142,0.795854301,0.437759303,0.059945418,0.09465066,0.003155022,0,0,0.114369548,0.012620088,0.309192157,0.007887555
2022,Week 42,Local authority,E92000001,England,E12000005,West Midlands,E08000026,Coventry,331,Primary,69.4,21415.2,189638,190873,1235,12029,7992,4037,2746,202902,92574,94599,187173,2465,6857,335,6,0,0,187,71,511,252,44,0,101,882,0,1367,281,2024,365,25,85,32907,94.07152221,5.928477787,3.938847325,1.989630462,3.379463978,0.165104336,0.673724261,0.997525899,0.138490503,0.179889799,0.002957093,0,0,0.092162719,0.034992262,0.251845719,0.012321219
2022,Week 42,Local authority,E92000001,England,E12000005,West Midlands,E06000051,Shropshire,893,Primary,95,13390.8,111649,111947,298,7309,5767,1542,755,119256,55301,55760,111061,588,4957,283,4,0,16,138,49,318,55,52,0,118,125,0,800,167,478,97,2,126,22806,93.87116791,6.128832092,4.835815389,1.293016704,4.15660428,0.237304622,0.670825787,0.400818407,0.140034883,0.081337627,0.003354129,0,0.013416516,0.115717448,0.041088079,0.26665325,0.001677064
2022,Week 42,Local authority,E92000001,England,E12000002,North West,E06000050,Cheshire West and Chester,896,Primary,125.2,22546.4,203946,206113,2167,13604,9752,3852,1801,219717,101300,101142,202442,1504,8178,579,2,0,37,296,28,620,124,46,2,218,1823,0,2494,297,774,287,12,129,28331,93.80839899,6.191601014,4.438436716,1.753164298,3.722060651,0.263520802,1.135096511,0.352271331,0.135173883,0.130622574,0.000910262,0,0.016839844,0.134718752,0.012743666,0.282181169,0.005461571
2022,Week 42,Local authority,E92000001,England,E12000006,East of England,E10000015,Hertfordshire,919,Primary,293.6,63128,583944,588815,4871,36403,27369,9034,5607,625218,288243,290933,579176,4768,22374,1579,72,0,90,580,218,2450,462,261,29,572,3808,0,3960,839,3346,889,6,400,102935,94.17755087,5.82244913,4.377513123,1.444936006,3.578591787,0.25255191,0.633379077,0.535173332,0.134193193,0.142190404,0.011515983,0,0.014394979,0.092767643,0.034867838,0.391863318,0.000959665
2022,Week 42,Local authority,E92000001,England,E12000007,London,E09000029,Sutton,319,Primary,38,14600.8,123733,124707,974,7173,5349,1824,1388,131880,60650,61785,122435,1298,4612,263,10,0,0,40,47,369,41,12,28,43,862,0,723,90,913,98,8,40,19030,94.56096451,5.439035487,4.055959964,1.383075523,3.497118593,0.199423719,0.54822566,0.692296027,0.068243858,0.074309979,0.007582651,0,0,0.030330604,0.035638459,0.279799818,0.006066121
2022,Week 42,Local authority,E92000001,England,E12000002,North West,E06000049,Cheshire East,895,Primary,108.4,22697.6,199807,202458,2651,11709,8692,3017,1378,214167,99331,99258,198589,1218,7071,494,6,0,3,476,14,618,111,51,23,229,2288,0,1741,160,924,192,10,124,30832,94.53277116,5.467228845,4.058515084,1.408713761,3.301629103,0.23066112,0.812917023,0.431439017,0.074708055,0.089649666,0.002801552,0,0.001400776,0.222256463,0.006536955,0.288559862,0.004669253
2022,Week 42,Local authority,E92000001,England,E12000001,North East,E06000004,Stockton-on-Tees,808,Primary,51.8,13195.6,115709,116541,832,6778,4667,2111,1100,123319,57039,57722,114761,948,4067,215,0,0,8,137,11,224,36,13,0,80,714,2,1156,152,779,24,5,60,19152,94.50368556,5.496314437,3.784493874,1.711820563,3.297950843,0.174344586,0.937406239,0.631695035,0.123257568,0.019461721,0,0,0.00648724,0.111093992,0.008919956,0.181642731,0.004054525
2022,Week 42,Local authority,E92000001,England,E12000005,West Midlands,E08000027,Dudley,332,Primary,65.2,19403.6,177225,178511,1286,12234,8799,3435,2066,190745,87049,88373,175422,1803,7780,362,0,0,10,59,96,469,119,54,1,54,1112,0,1517,263,1568,87,23,78,28692,93.58620147,6.413798527,4.612964953,1.800833574,4.078743873,0.18978217,0.795302629,0.822039896,0.137880416,0.045610632,0,0,0.005242601,0.030931348,0.050328973,0.245878005,0.012057983
2022,Week 42,Local authority,E92000001,England,E12000007,London,E09000033,Westminster,213,Primary,17.4,2997.6,27351,27543,192,1832,1390,442,451,29375,13377,13563,26940,411,1174,95,0,0,0,8,0,113,54,16,2,0,136,0,97,40,251,54,0,38,8743,93.76340426,6.236595745,4.731914894,1.504680851,3.996595745,0.323404255,0.330212766,0.854468085,0.136170213,0.183829787,0,0,0,0.027234043,0,0.384680851,0
2022,Week 42,Local authority,E92000001,England,E12000002,North West,E08000008,Tameside,357,Primary,53.6,12449,111519,112052,533,7412,4861,2551,1446,119464,54936,55328,110264,1255,4190,257,0,0,2,59,75,270,63,10,0,2,468,0,1159,191,1120,81,8,76,22091,93.79562044,6.204379562,4.069008237,2.135371325,3.507332753,0.21512757,0.970166745,0.937520927,0.159880801,0.067802853,0,0,0.001674145,0.049387263,0.062780419,0.226009509,0.006696578
2022,Week 42,Local authority,E92000001,England,E12000008,South East,E06000038,Reading,870,Primary,29.8,9566.6,83116,83327,211,6479,4584,1895,1030,89806,40715,41476,82191,925,3942,160,5,0,0,40,53,377,61,10,12,0,138,0,870,105,847,73,7,40,14037,92.78555998,7.214440015,5.104336013,2.110104002,4.389461729,0.178161815,0.968754872,0.943144111,0.116918691,0.081286328,0.005567557,0,0,0.044540454,0.059016101,0.419793778,0.007794579
2022,Week 42,Local authority,E92000001,England,E12000005,West Midlands,E06000020,Telford and Wrekin,894,Primary,49.4,12722,118594,119516,922,7490,5460,2030,1147,127006,58439,59141,117580,1014,4649,238,2,0,0,216,18,319,39,129,0,141,742,0,743,133,1126,28,18,54,17301,94.10264082,5.89735918,4.299009496,1.598349684,3.660456986,0.187392722,0.585011732,0.886572288,0.104719462,0.022046203,0.001574729,0,0,0.170070705,0.014172559,0.251169236,0.014172559
2022,Week 42,Local authority,E92000001,England,E12000005,West Midlands,E10000034,Worcestershire,885,Primary,164.8,31131.2,281344,283468,2124,18646,14129,4517,2517,302114,138991,140048,279039,2305,12040,613,14,0,34,307,56,1065,295,212,6,59,1764,0,2429,212,1576,300,0,182,42354,93.82815758,6.171842417,4.67671144,1.495130977,3.985250601,0.20290354,0.804001139,0.521657388,0.070172187,0.099300264,0.004634012,0,0.01125403,0.10161727,0.018536049,0.352515938,0
2022,Week 42,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000019,Sheffield,373,Primary,88.2,24134.4,213322,215221,1899,15117,9163,5954,3516,230338,103744,106355,210099,3223,7652,489,4,2,4,171,58,746,139,65,0,207,1553,0,2112,293,3038,511,37,133,46962,93.43703601,6.562963992,3.978067015,2.584896977,3.322074517,0.212296712,0.916913406,1.31893131,0.127204369,0.221847893,0.001736578,0.000868289,0.001736578,0.074238727,0.025180387,0.323871875,0.01606335
2022,Week 42,Local authority,E92000001,England,E12000008,South East,E06000042,Milton Keynes,826,Primary,68.4,17324.6,157340,159091,1751,9430,7386,2044,1764,168521,77538,78213,155751,1589,6298,341,10,0,0,108,43,566,40,148,2,6,1703,0,980,175,714,175,20,89,27205,94.40425822,5.595741777,4.38283656,1.212905217,3.737219694,0.202348669,0.581529898,0.423686069,0.103844625,0.103844625,0.005933979,0,0,0.064086968,0.025516108,0.335863186,0.011867957
2022,Week 42,Local authority,E92000001,England,E12000002,North West,E08000013,St. Helens,342,Primary,42.4,9769.4,86738,87242,504,6257,4082,2175,1170,93499,42398,43285,85683,1055,3611,175,4,0,8,49,17,214,21,78,0,62,420,1,1161,115,780,119,4,54,15550,93.30794982,6.692050182,4.365822094,2.326228088,3.862073391,0.187167777,1.24172451,0.834233521,0.122995968,0.127274088,0.004278121,0,0.008556241,0.052406978,0.018182013,0.228879453,0.004278121
2022,Week 42,Local authority,E92000001,England,E12000004,East Midlands,E06000061,North Northamptonshire,940,Primary,89,21007,175751,176663,912,12882,8908,3974,1788,189545,86869,87366,174235,1516,7507,442,19,0,0,107,82,728,146,24,13,217,536,0,1634,272,1852,216,23,111,30529,93.20372471,6.796275291,4.699675539,2.096599752,3.960537076,0.233190008,0.862064417,0.977076684,0.143501543,0.113957108,0.010024005,0,0,0.056450975,0.043261495,0.38407766,0.012134322
2022,Week 42,Local authority,E92000001,England,E12000007,London,E09000027,Richmond upon Thames,318,Primary,38.6,11609.8,104078,106854,2776,5817,4089,1728,913,112671,51203,52047,103250,828,3445,278,2,0,0,10,2,352,72,8,64,499,2141,0,844,85,787,12,0,45,16900,94.83718082,5.162819182,3.629150358,1.533668823,3.057574709,0.246736072,0.749083615,0.698493845,0.075440885,0.010650478,0.00177508,0,0,0.008875398,0.00177508,0.31241402,0
2022,Week 42,Local authority,E92000001,England,E12000007,London,E09000031,Waltham Forest,320,Primary,33,11706.4,105606,106521,915,6419,4592,1827,1669,112940,51354,52729,104083,1523,3904,259,12,0,0,88,15,306,55,26,5,196,659,0,526,146,1041,114,8,51,24919,94.31645121,5.683548787,4.065875686,1.617673101,3.456702674,0.229325305,0.465734018,0.921728351,0.12927218,0.100938551,0.010625111,0,0,0.077917478,0.013281388,0.270940322,0.007083407
2022,Week 42,Local authority,E92000001,England,E12000004,East Midlands,E10000019,Lincolnshire,925,Primary,232.6,39791.6,367113,369965,2852,25112,19238,5874,2766,395077,190366,174324,364690,2423,15843,986,33,10,44,585,181,1556,115,171,2,243,2492,0,3321,343,2065,145,0,280,56826,93.64377071,6.356229292,4.869430516,1.486798776,4.010104359,0.249571602,0.840595631,0.52268292,0.086818519,0.036701706,0.008352802,0.002531152,0.011137069,0.148072401,0.045813854,0.393847275,0
2022,Week 42,Local authority,E92000001,England,E12000007,London,E09000008,Croydon,306,Primary,56,17353.4,136476,139099,2623,9638,6812,2826,1874,148737,66674,68111,134785,1691,5619,301,0,0,0,144,35,698,291,12,51,2,2279,0,851,183,1350,442,15,86,31577,93.52010596,6.479894041,4.579896058,1.899997983,3.777809153,0.202370627,0.572150843,0.907642349,0.123035963,0.297168828,0,0,0,0.096815184,0.023531468,0.469284711,0.010084915
2022,Week 42,Local authority,E92000001,England,E12000007,London,E09000020,Kensington and Chelsea,207,Primary,14.8,3273.6,26856,27027,171,1787,1137,650,563,28814,12950,13428,26378,478,910,78,10,0,0,8,7,124,95,2,12,0,64,0,135,85,422,8,0,27,7005,93.79815368,6.201846325,3.945998473,2.255847852,3.158186992,0.270701742,0.468522246,1.464565836,0.294995488,0.027764281,0.034705352,0,0,0.027764281,0.024293746,0.430346359,0
2022,Week 42,Local authority,E92000001,England,E12000002,North West,E08000005,Rochdale,354,Primary,63,17187,155657,156402,745,10985,6279,4706,2133,167387,76197,77685,153882,1775,5416,314,12,0,8,64,53,411,91,1,1,70,583,0,2162,358,1866,320,1,69,22828,93.43736371,6.562636286,3.751187368,2.811448918,3.235615669,0.187589239,1.291617629,1.114781913,0.21387563,0.191173747,0.007169016,0,0.004779344,0.038234749,0.031663152,0.245538781,0.000597418
2022,Week 42,Local authority,E92000001,England,E12000007,London,E09000011,Greenwich,203,Primary,44,13370,120669,121373,704,8403,5204,3199,2193,129776,58389,60222,118611,2058,4350,322,4,0,0,18,38,429,214,12,75,0,415,0,801,135,2061,202,43,63,25494,93.52499692,6.475003082,4.009986438,2.465016644,3.351929478,0.248119837,0.617217359,1.58812107,0.104025398,0.155652817,0.003082234,0,0,0.013870053,0.029281223,0.330569597,0.033134016
2022,Week 42,Local authority,E92000001,England,E12000007,London,E09000001,City of London,201,Primary,1,199.4,1776,1873,97,107,92,15,25,1980,857,894,1751,25,73,8,0,0,0,0,0,11,0,0,0,0,97,0,0,0,15,0,0,1,277,94.5959596,5.404040404,4.646464646,0.757575758,3.686868687,0.404040404,0,0.757575758,0,0,0,0,0,0,0,0.555555556,0
2022,Week 42,Local authority,E92000001,England,E12000006,East of England,E06000034,Thurrock,883,Primary,25,9935.4,40255,40470,215,3137,2254,883,363,43607,19834,20103,39937,318,1721,75,2,0,0,34,9,413,4,10,0,5,206,0,452,45,302,84,0,39,18652,92.80620084,7.193799161,5.168894902,2.024904258,3.946614076,0.171990735,1.036530832,0.692549361,0.103194441,0.192629624,0.00458642,0,0,0.077969133,0.020638888,0.94709565,0
2022,Week 42,Local authority,E92000001,England,E12000007,London,E09000004,Bexley,303,Primary,41.2,11871.4,98452,99709,1257,7368,5138,2230,1099,107077,48243,49196,97439,1013,4417,330,14,0,0,22,3,261,203,33,20,1,1033,0,987,86,1034,123,91,59,22662,93.11897046,6.881029539,4.798416093,2.082613446,4.125068876,0.308189434,0.921766579,0.965660226,0.080316034,0.114870607,0.013074703,0,0,0.020545962,0.002801722,0.243749825,0.084985571
2022,Week 42,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000034,Kirklees,382,Primary,110.4,25140.4,229498,231335,1837,15023,10144,4879,2280,246358,113080,114392,227472,2026,8652,569,10,0,0,254,57,602,124,102,2,242,1469,0,3272,254,1252,101,0,142,37361,93.90196381,6.098036191,4.117584978,1.980451213,3.511962266,0.230964694,1.328148467,0.508203509,0.10310199,0.040997248,0.004059133,0,0,0.10310199,0.023137061,0.244359834,0
2022,Week 42,Local authority,E92000001,England,E12000007,London,E09000016,Havering,311,Primary,34,11066.2,97879,98261,382,6443,4794,1649,1160,104704,48006,48831,96837,1042,4035,283,20,0,0,14,19,416,68,0,1,12,301,0,819,118,598,114,7,59,24414,93.84646241,6.153537592,4.578621638,1.574915954,3.853720966,0.270285758,0.782205073,0.571133863,0.112698655,0.108878362,0.019101467,0,0,0.013371027,0.018146394,0.397310513,0.006685513
2022,Week 42,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000032,Bradford,380,Primary,134,38778.4,333701,336770,3069,29896,18128,11768,5191,366666,163005,165962,328967,4734,15764,924,9,0,20,296,104,975,242,20,4,231,2592,0,6454,457,4388,469,36,156,56423,91.84653063,8.15346937,4.944008989,3.209460381,4.299280544,0.252000458,1.760185019,1.196729449,0.12463659,0.127909323,0.00245455,0,0.005454555,0.08072742,0.028363688,0.265909574,0.0098182
2022,Week 42,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000035,Leeds,383,Primary,189.4,49049.6,435468,439156,3688,28044,17817,10227,6006,467200,213389,216736,430125,5343,15159,977,24,1,0,322,58,1226,597,136,4,152,2934,1,4417,663,4125,1022,50,222,73890,93.99743151,6.002568493,3.813570205,2.188998288,3.244648973,0.209118151,0.945419521,0.882919521,0.141909247,0.21875,0.005136986,0.000214041,0,0.068921233,0.012414384,0.262414384,0.010702055
2022,Week 42,Local authority,E92000001,England,E12000007,London,E09000003,Barnet,302,Primary,67.2,18999.4,175592,177763,2171,9661,7800,1861,1919,187424,86483,87417,173900,1692,6287,566,53,0,0,184,44,666,62,53,47,9,2053,0,285,227,1224,125,0,90,30848,94.84537733,5.154622674,4.16168687,0.992935803,3.354426327,0.301989073,0.152061636,0.653064709,0.121115759,0.0666937,0.028278129,0,0,0.098173126,0.023476182,0.355344033,0
2022,Week 42,Local authority,E92000001,England,E12000007,London,E09000028,Southwark,210,Primary,45.6,10939.6,93859,94687,828,5460,3956,1504,2039,100147,45380,46570,91950,1909,3201,271,2,0,0,144,9,329,209,26,27,17,575,0,276,130,939,159,0,73,22689,94.54801442,5.451985581,3.950193216,1.501792365,3.196301437,0.270602215,0.275594876,0.937621696,0.129809181,0.158766613,0.001997064,0,0,0.143788631,0.008986789,0.32851708,0
2022,Week 42,Local authority,E92000001,England,E12000004,East Midlands,E10000024,Nottinghamshire,891,Primary,81.2,17103,24881,25477,596,1901,1104,797,158,27378,12347,12391,24738,143,965,65,0,0,0,6,4,64,40,0,0,1,555,0,727,15,55,0,0,280,70995,93.0564687,6.943531303,4.032434802,2.911096501,3.524727884,0.237416904,2.655416758,0.200891227,0.054788516,0,0,0,0,0.021915407,0.014610271,0.233764336,0
2022,Week 42,Local authority,E92000001,England,E12000009,South West,E06000025,South Gloucestershire,803,Primary,66,14713,130396,131172,776,9895,6782,3113,1059,141067,64451,65081,129532,864,5772,332,15,0,99,60,60,444,193,36,45,150,388,0,2151,195,647,120,0,93,23152,92.98560259,7.014397414,4.807644594,2.20675282,4.091672751,0.23534916,1.524807361,0.458647309,0.138232188,0.085065962,0.010633245,0,0.070179418,0.042532981,0.042532981,0.314744058,0
2022,Week 42,Local authority,E92000001,England,E12000007,London,E09000010,Enfield,308,Primary,54.6,19552.2,181715,183425,1710,10953,8144,2809,2604,194378,88590,90719,179309,2406,6980,432,6,0,0,18,30,674,135,211,41,34,1500,0,404,198,2127,80,4,68,30679,94.36510305,5.634896953,4.189774563,1.44512239,3.590941362,0.222247374,0.207842451,1.094259638,0.10186338,0.041156921,0.003086769,0,0,0.009260307,0.015433845,0.34674706,0.002057846
2022,Week 42,Local authority,E92000001,England,E12000005,West Midlands,E08000030,Walsall,335,Primary,53.8,15471.4,138430,139667,1237,10604,7073,3531,1900,150271,69224,67480,136704,1726,6277,250,0,0,0,56,42,443,71,30,1,56,1109,0,1130,174,2033,194,5,85,28945,92.94341556,7.056584437,4.706829661,2.349754776,4.177120003,0.166366099,0.751974766,1.352889114,0.115790805,0.129100092,0,0,0,0.037266006,0.027949505,0.294800727,0.003327322
2022,Week 42,Local authority,E92000001,England,E12000008,South East,E06000046,Isle of Wight,921,Primary,34,6860.8,53584,53776,192,5024,2802,2222,449,58800,26591,26632,53223,361,2386,134,4,0,0,62,16,190,64,86,2,1,125,0,1034,88,904,196,10,38,8813,91.45578231,8.544217687,4.765306122,3.778911565,4.057823129,0.227891156,1.758503401,1.537414966,0.149659864,0.333333333,0.006802721,0,0,0.105442177,0.027210884,0.323129252,0.017006803
